id	name	dmm_id	ruby
2315	ダーク	4659	だーく
2316	ダークウェット	2411	だーくうぇっと
2317	ダーク ジャンプ	2026	だーくじゃんぷ
2318	DARKNESS	5566	だーくねす
2319	ダークパーティー	4692	だーくぱーてぃー
2320	ダークボックス	2453	だーくぼっくす
2321	DARKMAN	304152	だーくまん
2322	Dirty Factory	46280	だーてぃーふぁくとりー
2323	チアー ロップ	2037	ちあーろっぷ
2324	ちぃぱいペチャ子/妄想族	6724	ちぃぱいぺちゃこもうそうぞく
2325	チェリー	5631	ちぇりー
2328	チェリーズ	45241	ちぇりーず
2329	チェリーズれぼ/妄想族	6630	ちぇりーずれぼ
2330	cherry pai	4205	ちぇりーぱい
2331	cherrypick/卍group	301448	ちぇりーぴっくまんじぐるーぷ
2332	チェリーボーイズ	3455	ちぇりーぼーいず
2333	CHANGE	6473	ちぇんじ
2334	チェンジ	5736	ちぇんじ
2335	痴漢エクスプレス	4264	ちかんえくすぷれす
2336	痴漢男	3741	ちかんおとこ
2337	痴漢隊	4019	ちかんたい
2338	痴漢帝国	5080	ちかんていこく
2339	痴漢撲滅機構	4129	ちかんぼくめつきこう
2340	痴漢bomber	1613	ちかんぼんばー
2341	痴漢遊戯	5261	ちかんゆうぎ
2342	チキチキ	2040	ちきちき
2343	チキチキカマー/妄想族	6584	ちきちきかまーもうそうぞく
2344	チキチキクロエ/妄想族	6657	ちきちきくろえもうそうぞく
2345	チキチキジュリー/妄想族	6594	ちきちきじゅりーもうそうぞく
2346	チキチキチョッパー/妄想族	6651	ちきちきちょっぱーもうそうぞく
2347	チキチキ動画	46413	ちきちきどうが
2348	チキチキポッド/妄想族	6661	ちきちきぽっどもうそうぞく
2349	恥丘儀	5451	ちきゅうぎ
2350	恥丘戦隊	4578	ちきゅうせんたい
2351	恥丘探検隊	4091	ちきゅうたんけんたい
2352	血しぶき堂	3674	ちしぶきどう
2353	CHIJO	4339	ちじょ
2354	恥辱電車	4297	ちじょくでんしゃ
2355	痴女専門	4165	ちじょせんもん
2356	痴女ヘブン	5552	ちじょへぶん
2357	Chi-Chi	6476	ちち
2358	乳感	3088	ちちかん
2359	乳心企画	5007	ちちごころきかく
2360	乳と母/エマニエル	300210	ちちとははえまにえる
2361	乳の会	3684	ちちのかい
2362	乳マニア	5203	ちちまにあ
2363	ちっち	5377	ちっち
2364	膣内精子	4170	ちつないせいし
2365	チ○ポあるなし探検隊	4282	ちまるぽあるなしたんけんたい
2366	Child	1024	ちゃいるど
2367	チャッキー	4950	ちゃっきー
2368	チャットガール	45843	ちゃっとがーる
2369	チャレンジ企画	3966	ちゃれんじきかく
2370	チャレンジャー	3703	ちゃれんじゃー
2371	中専	5833	ちゅうせん
2372	チュウボウ	5772	ちゅうぼう
2373	厨房	3680	ちゅうぼう
2374	チュッ	4998	ちゅっ
2375	チュッパチャプス	5226	ちゅっぱちゃぷす
2376	☆Chupa☆	5416	ちゅぱ
2377	チュンペイ	66594	ちゅんぺい
2378	超→	5177	ちょう
2379	超解禁企画	4429	ちょうかいきんきかく
2380	超過激ビデオ	1615	ちょうかげきびでお
2381	調教倶楽部	3779	ちょうきょうくらぶ
2382	調教少女	4908	ちょうきょうしょうじょ
2383	調査室	2872	ちょうさしつ
2384	張宿	3885	ちょうしゅく
2385	頂点	4334	ちょうてん
2386	超敗北	302277	ちょうはいぼく
2387	超林堂	46433	ちょうりんどう
2388	直販企画	4724	ちょくはんきかく
2389	直輸入	5128	ちょくゆにゅう
2390	チョチョリーナ	4693	ちょちょりーな
2391	チョビエロ	5048	ちょびえろ
2392	CHoBitcH	40487	ちょびっち
2393	チョメハメ	4694	ちょめはめ
2394	チョンボラス	4250	ちょんぼらす
2395	CHALK FIRE	1682	ちょーくふぁいあー
2396	チラリーマン	4110	ちらりーまん
2397	痴ロモン/妄想族	6541	ちろもんもうそうぞく
2398	チロリン♪	5784	ちろりん
2399	チンカ	5144	ちんか
2400	珍獣	3982	ちんじゅう
2401	ちんちんVR	40388	ちんちんぶいあーる
2402	椿鳳院	300776	ちんぽういん
2403	椿鳳院 VR	307874	ちんぽういんぶいあーる
2404	チンポ狩り	4767	ちんぽがり
2405	cheese	1023	ちーず
2406	チーム川崎	45467	ちーむかわさき
2407	teamZERO	6501	ちーむぜろ
2408	チームパイレックス	4481	ちーむぱいれっくす
2409	追跡者	4464	ついせきしゃ
2410	ツイン ヘッド	1386	ついんへっど
2411	通勤快速	301586	つうきんかいそく
2412	通信販売物	3439	つうしんはんばいぶつ
2413	土蜘蛛	4465	つちぐも
2414	つちのこ映像	45637	つちのこえいぞう
2415	つちのこシンデレラ	45961	つちのこしんでれら
2416	唾	1608	つば
2417	TSUBAKI	46499	つばき
2418	唾鬼	46656	つばき
2419	翼宿	30659	つばさやど
2420	蕾	5618	つぼみ
2422	妻姦	4885	つまかん
2423	妻狩教	5812	つまがりきょう
2424	妻中	4960	つまちゅう
2425	妻味喰い	4459	つまみぐい
2426	tuma-model/妄想族	6553	つまもでるもうそうぞく
2427	妻乱	4013	つまらん
2428	Tree	5616	つりー
2429	鶴亀ドラゴンズ	45424	つるかめどらごんず
2430	ツルペタ	5850	つるぺた
2431	鶴萬	5178	つるまん
2432	つるまん	3265	つるまん
2433	ツーベース	46593	つーべーす
2434	ティターンズ	66424	てぃたーんず
2435	ティッカー	2050	てぃっかー
2436	ティファ・コーポレーション	45331	てぃふぁこーぽれーしょん
2437	TRH	1157	てぃーあーるえっち
2438	TMクリエイト	40178	てぃーえむくりえいと
2439	TM JACK	1154	てぃーえむじゃっく
2440	TLL	5875	てぃーえるえる
2441	TAJL	5900	てぃーえーじぇいえる
2442	TOA	1843	てぃーおーえー
2443	TGIRLS	46600	てぃーがーるず
2444	TQH	1156	てぃーきゅーえっち
2445	（TQT）	1001	てぃーきゅーてぃー
2446	Tコンテンツ	2616	てぃーこんてんつ
2447	TC RUSH	4478	てぃーしーらっしゅ
2448	T-JO	1842	てぃーじぇいおー
2449	TGO	5273	てぃーじーおー
2450	TGQ	2358	てぃーじーきゅー
2451	ティーズ	46215	てぃーず
2452	TZG	1162	てぃーぜっとじー
2453	TZ Video	5274	てぃーぜっとびでお
2454	ティーチャー/妄想族	6674	てぃーちゃーもうそうぞく
2455	ティーバ	4790	てぃーば
2456	TBF	5117	てぃーびーえふ
2457	ティーム	4951	てぃーむ
2458	ティーワイ	5145	てぃーわい
2459	TY-Extra	1161	てぃーわいえくすとら
2460	ティーン企画	3806	てぃーんきかく
2461	ティーンズ	3872	てぃーんず
2462	TEEN’S CANDY	46018	てぃーんずきゃんでぃ
2463	TEEN BEST VIDEO	3757	てぃーんべすとびでお
2464	テイク パック	2049	ていくぱっく
2465	帝国映像	2323	ていこくえいぞう
2466	帝国映像社	6466	ていこくえいぞうしゃ
2467	帝国出版	30654	ていこくしゅっぱん
2468	低燃費	5409	ていねんぴ
2469	剃毛Japanese	1616	ていもうじゃぱにーず
2470	テキストクイーン	2412	てきすとくいーん
2471	TEXTURE	1153	てくすちゃ
2472	テクニック ゼット	1391	てくにっくぜっと
2473	テクノブレイク	46155	てくのぶれいく
2474	テコキング	4625	てこきんぐ
2475	test	2357	てすと
2476	テスト	5798	てすと
2477	鉄姦マニア	4603	てっかんまにあ
2478	徹底攻略VR	46643	てっていこうりゃくぶいあーる
2479	TEPPAN	6522	てっぱん
2480	TEPPAN VR	46637	てっぱんぶいあーる
2481	手のひらサイズ	3714	てのひらさいず
2482	手はじめ！	2451	てはじめ
2483	テラマック	4283	てらまっく
2484	TV quest	1159	てれびくえすと
2485	1059.tokyo	46667	てんごくどっととうきょう
2486	天照様	5580	てんしょうさま
2487	天真爛漫	5611	てんしんらんまん
2488	天真乱マン/HERO	6629	てんしんらんまんひーろー
2489	天寿	5154	てんじゅ
2490	天晴FUJIYAMA	2770	てんせいふじやま
2491	テンダー	307875	てんだー
2492	天女X	300283	てんにょえっくす
2493	天然BODY	2413	てんねんぼでぃ
2494	テンビー	4791	てんびー
2495	テンファー	5399	てんふぁー
2496	テンポズ	5049	てんぽず
2497	天/妄想族	6582	てんもうそうぞく
2498	天和	4060	てんわ
2499	出会い厨/妄想族	6543	であいちゅうもうそうぞく
2500	DV-JAPAN	5036	でぃう゛ぃじゃぱん
2501	ディスコ	1389	でぃすこ
2502	DICKY	46500	でぃっきー
2503	DIDDLER QUIDDITY	1036	でぃっどらーくわうでぃてぃ
2504	Dimension	2617	でぃめんしょん
2505	ディレクターズ	40574	でぃれくたーず
2506	DIY	46222	でぃーあいわい
2507	DIVA/妄想族	6029	でぃーう゛ぁもうそうぞく
2508	DMMオリジナル	6387	でぃーえむえむおりじなる
2509	DOT/妄想族	6459	でぃーおーてぃーもうそうぞく
2510	DQE	1694	でぃーきゅーいー
2511	DK	5186	でぃーけい
2512	DKG	46279	でぃーけーじー
2513	D☆Collection	6485	でぃーこれくしょん
2514	DCタイプ	5135	でぃーしーたいぷ
2515	DP	1693	でぃーぴー
2516	ディープインパクツ	4314	でぃーぷいんぱくつ
2517	ディープス	40003	でぃーぷす
2518	Deep Peaple	3752	でぃーぷぴーぷる
2519	ディープ フライ	1388	でぃーぷふらい
2520	deep/妄想族	302872	でぃーぷもうそうぞく
2521	DUD	1696	でぃーゆーでぃー
2522	デイク	5069	でいく
2523	デイフラワー	1390	でいふらわー
2524	デヴィ	6470	でう゛ぃえまにえる
2525	デカチン	4482	でかちん
2526	DekaTin Jack	2941	でかちんじゃっく
2527	デカパイン	4251	でかぱいん
2528	DEKAN	46633	でかん
2529	デコイ バンク	1392	でこいばんく
2530	凸凹企画	5286	でこぼこきかく
2531	DIGITAL	2749	でじたる
2532	デジタルアーク	45059	でじたるあーく
2533	デジタル・クライス	66161	でじたるくらいす
2534	デジタルビデオ	5095	でじたるびでお
2535	デジネット	3780	でじねっと
2536	でじ婆	5430	でじば
2537	デジMAX	4301	でじまっくす
2538	デジワークス	45590	でじわーくす
2539	Desir	45542	でじーる
2540	DEATH MARKET	4099	ですまーけっと
2541	デスラー	5799	ですらー
2542	DEAD END	2851	でっとえんど
2543	デッドスペース	4351	でっどすぺーす
2544	DEAD特攻隊	30660	でっどとっこうたい
2545	出歯亀	4393	でばがめ
2546	デビル	2362	でびる
2547	デビル映像	4111	でびるえいぞう
2548	DevilsFILM	46300	でびるずふぃるむ
2549	デフ	5122	でふ
2550	デフォルト	2052	でふぉると
2551	DEFRAG	66375	でふらぐ
2552	デモンズ/妄想族	6497	でもんずもうそうぞく
2553	DUU	5459	でゅう
2554	デュラス	4880	でゅらす
2555	DX/エマニエル	6417	でらっくすえまにえる
2556	デラックス ユナイト	2053	でらっくすゆないと
2557	電影ガール	46569	でんえいがーる
2558	電撃通信	3022	でんげきつうしん
2559	電撃FUN	5309	でんげきふぁん
2560	電車男	4546	でんしゃおとこ
2561	デンジャラスクイーン	1394	でんじゃらすくいーん
2562	デンジャラスセックス	2396	でんじゃらすせっくす
2563	DANGEROUS view	4729	でんじゃらすびゅー
2564	電鉄会	5107	でんてつかい
2565	殿堂入り	4231	でんどういり
2566	電脳ラスプーチン	301560	でんのうらすぷーちん
2567	電MAX	4364	でんまっくす
2568	Two Sexual Idol	1160	とぅせくしゃるあいどる
2569	Truth	5658	とぅるーす
2570	トゥワード	1396	とぅわーど
2571	TOWAY	1155	とぅーうぇい
2572	To-MAX	45318	とぅーまっくす
2573	東Q enter prise	2570	とうきゅーえんたーぷらいす
2574	東京H	1618	とうきょうえっち
2575	東京音光	40169	とうきょうおんこう
2576	東京倶楽部	4674	とうきょうくらぶ
2577	東京恋人	301494	とうきょうこいびと
2578	東京恋人酔拳Prime	308669	とうきょうこいびとすいけんぷらいむ
2579	東京スペシャル	5877	とうきょうすぺしゃる
2580	東京ティンティン＋	46024	とうきょうてぃんてぃんぷらす
2581	TOKYO同人倶楽部	40467	とうきょうどうじんくらぶ
2582	TOKYODOLL.tv	300115	とうきょうどーる
2583	東京マニGUN’S	6303	とうきょうまにがんず
2584	東経スポーツ	2910	とうけいすぽーつ
2585	桃源郷	6288	とうげんきょう
2586	盗源郷	2833	とうげんきょう
2588	投稿推進協会	3983	とうこうすいしんきょうかい
2589	投稿日本	3918	とうこうにっぽん
2590	投稿ビデオファン	3276	とうこうびでおふぁん
2591	投稿ファンライフ	5202	とうこうふぁんらいふ
2592	盗魂	5679	とうこん
2593	盗撮ガイド	3768	とうさつがいど
2594	盗撮車	4547	とうさつしゃ
2595	盗撮出版	5081	とうさつしゅっぱん
2596	盗撮商会	3683	とうさつしょうかい
2597	盗撮女王	3919	とうさつじょおう
2598	盗撮宣言	4935	とうさつせんげん
2599	盗撮専門調査研究会	3742	とうさつせんもんちょうさけんきゅうかい
2600	盗撮専門ビデオ	4365	とうさつせんもんびでお
2601	盗撮隊	3795	とうさつたい
2603	盗撮天国	45320	とうさつてんごく
2604	盗撮堂	4020	とうさつどう
2605	盗撮ネット	5463	とうさつねっと
2606	盗撮ネットワーク	3023	とうさつねっとわーく
2607	盗撮バンバン/妄想族	6633	とうさつばんばんもうそうぞく
2608	盗撮非常勤英語教師	4232	とうさつひじょうきんえいごきょうし
2609	盗撮姫	4430	とうさつひめ
2610	盗撮B組/妄想族	6645	とうさつびーぐみもうそうぞく
2611	盗撮本舗	5763	とうさつほんぽ
2612	盗撮マニアグループ	3984	とうさつまにあぐるーぷ
2613	盗撮マン	4061	とうさつまん
2614	盗撮野郎Aチーム	300473	とうさつやろうえーちーむ
2615	闘熟	4431	とうじゅく
2616	盗専	4130	とうせん
2617	盗族/妄想族	6357	とうぞくもうそうぞく
2618	盗犯企画	5155	とうはんきかく
2619	東洋プランニング	30655	とうようぷらんにんぐ
2620	特撮連合	6529	とくさつれんごう
2621	特攻隊	3985	とっこうたい
2622	トップクラス	1399	とっぷくらす
2623	TOP VIEW	4872	とっぷびゅー
2624	トップマーシャル	45571	とっぷまーしゃる
2625	トツギーノ	4910	とつぎーの
2626	突撃！素人ハンター	3920	とつげきしろうとはんたー
2627	突撃歩兵隊	3852	とつげきほへいたい
2628	突入汁	5746	とつにゅうじる
2629	等々力企画	4519	とどろききかく
2630	殿	5775	との
2631	トパーズ	40382	とぱーず
2632	トビラ	5795	とびら
2633	TOMATO	60742	とまと
2634	富蔵	5206	とみぞう
2635	豊彦	45339	とよひこ
2636	トライハート	40042	とらいはーと
2637	虎堂	45476	とらっど
2638	トラニー	5464	とらにー
2639	トラブルピーチ	46744	とらぶるぴーち
2640	虎丸 フェッチ	46422	とらまるふぇっち
2641	TRANS CLUB	4835	とらんすくらぶ
2642	トランスファーマー	2056	とらんすふぁーまー
2643	TRIVIAL RISK	1158	とりう゛ぃあるりすく
2644	トリコ	60459	とりこ
2645	虜	5806	とりこ
2646	TRIPLE H	46406	とりぷるえいち
2647	トリプルSEX	4179	とりぷるせっくす
2648	BBB	4402	とりぷるびー
2649	トリプル ワン	1401	とりぷるわん
2650	トリメ	301187	とりめ
2651	トルネードピクチャー	46034	とるねーどぴくちゃー
2652	True	4342	とるー
2653	TRAIN マスター	4479	とれいんますたー
2654	トーシロ企画	5123	とーしろきかく
2655	TMA	40041	とーたるめでぃあえーじぇんしー
2656	トール	4539	とーる
2657	ドインラン	5346	どいんらん
2658	ドゥ ホット！	2054	どぅほっと
2659	同人AV倶楽部/妄想族	302085	どうじんえーぶいくらぶもうそうぞく
2660	同人会アパート	46158	どうじんかいあぱーと
2661	同性愛企画	4751	どうせいあいきかく
2662	同性愛者調査委員会	5156	どうせいあいしゃちょうさいいんかい
2663	童貞図鑑	3743	どうていずかん
2664	童貞テロリスト	4604	どうていてろりすと
2665	童貞ハンター	3717	どうていはんたー
2666	DokiDoki	5684	どきどき
2667	ドキュン	4650	どきゅん
2668	ドキンちゃん	5685	どきんちゃん
2669	毒宴会	40453	どくえんかい
2670	ドクターエロス	1397	どくたーえろす
2671	どくだみ	4483	どくだみ
2672	読モ	6465	どくも
2673	土偶	6118	どぐう
2674	ドグマ	1398	どぐま
2675	ど素人	2575	どしろうと
2676	ド素人結社	4446	どしろうとけっしゃ
2677	ド熟女キングダム！！	6590	どじゅくじょきんぐだむ
2678	Doスケベ/妄想族	6518	どすけべもうそうぞく
2679	ドズル出版	4510	どずるしゅっぱん
2680	ドッキリクイズ	5491	どっきりくいず
2681	ドッキングワンダーランド	5446	どっきんぐわんだーらんど
2682	DOC	6716	どっく
2683	.WorKs/FALENO TUBE	303191	どっとわーくすふぁれのちゅーぶ
2684	ドドイツ	4565	どどいつ
2685	ドバドバ大作戦/エマニエル	6696	どばどばだいさくせんえまにえる
2686	ドライブウェイ	1400	どらいぶうぇい
2687	ドラエロ	6663	どらえろ
2688	ドラゴン	4595	どらごん
2689	龍谷 Dragon Valley	45319	どらごんばれー
2690	ドラゴンパワーズ	5146	どらごんぱわーず
2691	ドラゴンファック	5196	どらごんふぁっく
2692	ドラマ「人妻」本当にあったHな話	46307	どらまひとづまほんとうにあったえっちなはなし
2693	ドラマポルノ	6739	どらまぽるの
2694	DOLLY	5523	どりぃ
2695	DORIDORI	6665	どりどり
2696	ドリーム	5538	どりーむ
2697	ドリーム出版	4284	どりーむしゅっぱん
2698	ドリームジャパン	4415	どりーむじゃぱん
2699	ドリームステージ	45017	どりーむすてーじ
2700	ドリームチケット	40025	どりーむちけっと
2701	ドルフィンキック	304510	どるふぃんきっく
2702	ドレイン	5124	どれいん
2703	ドロップショット	1402	どろっぷしょっぷ
2704	泥棒猫/エマニエル	308040	どろぼうねこえまにえる
2705	＃DOEDOLLS	40591	どーどるず
2706	DO-YO★	5110	どーよ
2707	NAI	5637	ない
2708	Nice-Nelly	1095	ないすねりー
2709	無い乳は振れない	3950	ないちちはふれない
2710	Night	4939	ないと
2711	ナイト	1403	ないと
2712	ナイル/妄想族	300405	ないるもうそうぞく
2713	中嶋興業	4808	なかじまこうぎょう
2714	中出し隊	30653	なかだしたい
2715	中出しMAX	4602	なかだしまっくす
2716	中ダシ屋	5596	なかだしや
2717	ナカダシーノ	4898	なかだしーの
2718	ナカダジスタ	5209	なかだじすた
2719	中出組	3682	なかでぐみ
2720	中のぬくもり	4197	なかのぬくもり
2721	中●生限定	4773	なかまるせいげんてい
2722	中村家系	301816	なかむらいえけい
2723	中目黒人妻メンズエステ	301212	なかめぐろひとづまめんずえすて
2724	ながえスタイル	45249	ながえすたいる
2725	長瀬屋	3886	ながせや
2726	NAGIRA	40418	なぎら
2727	和み	5817	なごみ
2728	ナジ	1404	なじ
2729	ナスティーピクチャー	2433	なすてぃぴくちゃー
2730	ナタリー文庫	40447	なたりーぶんこ
2731	ナチュラルX	4899	なちゅらるえっくす
2732	ナチュラルエムツー	4775	なちゅらるえむつー
2733	ナチュラルハイ	40001	なちゅらるはい
2734	ナチュラルパイパン	4075	なちゅらるぱいぱん
2735	natural film/妄想族	6511	なちゅらるふぃるむもうそうぞく
2736	ナックル	5096	なっくる
2737	なでしこ	45216	なでしこ
2738	名無しさん	6302	ななしさん
2739	NANIWA	4643	なにわ
2740	なにわ書店	45048	なにわしょてん
2741	NAHARA	1774	なはら
2742	生映像	3824	なまえいぞう
2743	生貝/妄想族	6648	なまがいもうそうぞく
2744	生強姦	4090	なまごうかん
2745	生ダイスキ	4163	なまだいすき
2746	ナマダシ	5702	なまだし
2747	生注入	5057	なまちゅうにゅう
2748	ナマヅマ	5676	なまづま
2749	生撮り	4723	なまどり
2750	なまなま	306170	なまなま
2751	生入中	5512	なまにゅうちゅう
2752	生発射	5026	なまはっしゃ
2753	生ハメ	4496	なまはめ
2754	生ハメ学園	5078	なまはめがくえん
2755	生ハメ素人ch	301587	なまはめしろうとちゃんねる
2756	舐猫	5574	なめねこ
2757	堕落者	3739	ならくもの
2758	縄師	3853	なわし
2759	縄の友社	30692	なわのともしゃ
2760	縄マニア	5335	なわまにあ
2761	No.10105	5466	なんばー10105
2762	ナンパ王	4285	なんぱおう
2763	ナンパ★王	4660	なんぱおう
2764	ナンパ企画	4484	なんぱきかく
2765	ナンパキング	4416	なんぱきんぐ
2766	ナンパ師	3162	なんぱし
2767	軟派舎/妄想族	6761	なんぱしゃもうそうぞく
2768	ナンパジスタ	5197	なんぱじすた
2769	ナンパジョイワールド	4738	なんぱじょいわーるど
2770	ナンパハッスル	3668	なんぱはっする
2771	ナンパHEAVEN	46213	なんぱへぶん
2772	ナンパ道	4823	なんぱみち
2773	ナンパーノ	4911	なんぱーの
2774	ニィー	4900	にぃー
2775	ニイハオサイコウ/妄想族	300783	にいはおさいこうもうそうぞく
2776	肉厚食堂/妄想族	300509	にくあつしょくどうもうそうぞく
2777	肉きゅんパラダイスVR	300566	にくきゅんぱらだいすぶいあーる
2778	肉Q王	2316	にくきゅーおう
2779	肉体美研究会	3718	にくたいびけんきゅうかい
2780	肉壷	5767	にくつぼ
2781	肉盛	46678	にくもり
2782	ニコハメバリュー	5818	にこはめばりゅー
2783	西	2532	にし
2784	西新宿マッサージ本舗	40416	にししんじゅくまっさーじほんぽ
2785	西七条円交倶楽部	46516	にしななじょうえんこうくらぶ
2786	21世紀WORLD	4135	にじゅういっせいきわーるど
2787	20世紀映像	5800	にじゅっせいきえいぞう
2788	日本非倫理機構	5359	にちじょうひりんりきこう
2789	日米記録	5384	にちべいきろく
2790	NIX グループ	5819	にっくすぐるーぷ
2791	NIPPON VICTORY	5392	にっぽんびくとりー
2792	日本近代ロマン書房	46648	にほんきんだんろまんしょぼう
2793	日本藝術浪漫文庫	46691	にほんげいじゅつろまんぶんこ
2794	日本橋映像	46659	にほんばしえいぞう
2795	日本美人家庭教師協会	3986	にほんびじんかていきょうしきょうかい
2796	日本薬物振興会	3854	にほんやくぶつしんこうかい
2797	にゃん2	5147	にゃん2
2798	にゃんにゃん	5548	にゃんにゃん
2799	乳魂	5108	にゅうこん
2800	New Dark World	5496	にゅうだーくわーるど
2801	NEW BOOM	5752	にゅうぶーむ
2802	にゅるる	2066	にゅるる
2803	NEW AGE QUEST	4405	にゅーえいじくえすと
2804	new girl	45887	にゅーがーる
2805	ニュークエスト	4848	にゅーくえすと
2806	new quest	5085	にゅーくえすと
2807	newsy	1093	にゅーしー
2808	ニュージェネ	301579	にゅーじぇね
2809	ニュース	1407	にゅーす
2810	ニューズ	5781	にゅーず
2811	ニューハーフQueen	4076	にゅーはーふくいーん
2812	NewHalf Sensation	3002	にゅーはーふせんせーしょん
2813	newface	4681	にゅーふぇいす
2814	ニューボックス	5347	にゅーぼっくす
2815	尿	5840	にょう
2816	尿KENSA	5452	にょうけんさ
2817	尿素	4859	にょうそ
2818	女群	5738	にょぐん
2819	女体探究凌辱研究所	45531	にょたいたんきゅうりょうじょくけんきゅうじょ
2820	NEYRAL	1094	にらる
2821	NIRVANA	4804	にるう゛ぁーな
2822	人間考察	45455	にんげんこうさつ
2823	妊娠	4827	にんしん
2824	妊娠企画	3744	にんしんきかく
2825	にーてんご	300546	にーてんご
2826	2.8次元/妄想族	6558	にーてんはちじげんもうそうぞく
2827	ヌキサシリーグ/妄想族	6757	ぬきさしりーぐもうそうぞく
2828	ヌキ族	46375	ぬきぞく
2829	抜玉	6461	ぬきだま
2830	ヌキパラ	4566	ぬきぱら
2831	盗人貌	5334	ぬすっとがお
2832	盗KING	4166	ぬすみきんぐ
2833	ヌッキンブラザーズ	2444	ぬっきんぶらざーず
2834	ぬぽぬぽ探検隊	4315	ぬぽぬぽたんけんたい
2835	濡艶	5360	ぬれえん
2836	濡れ専科	5310	ぬれせんか
2837	濡壺/妄想族	6407	ぬれつぼもうそうぞく
2838	NUDYS	4762	ぬーでぃーず
2839	nude D.J	1098	ぬーどでぃーじぇい
2840	NUVO	1786	ぬーぼ
2841	Neanderthal	1778	ねあんでるたーる
2842	ネイビー	46429	ねいびー
2843	NAVY BLUE	3156	ねいびーぶるー
2844	NEO ATLAS	4582	ねおあとらす
2845	ネオ・セクシャル・ユナイデット	5528	ねおせくしゃるゆないでっと
2846	ネオTOKYO	1408	ねおとうきょう
2847	NEONEO☆素人	40550	ねおねおしろうと
2848	ネクスト	302499	ねくすと
2849	NEXT INNOVATION	66556	ねくすといのべーしょん
2850	NEXT GROUP	45457	ねくすとぐるーぷ
2851	ネクスト ゾーン	1409	ねくすとぞーん
2852	negro	4815	ねぐろ
2853	ネグロイド	5595	ねぐろいど
2854	ネコtoタチ	5847	ねことたち
2855	ねこぶくろ/HERO	6613	ねこぶくろひーろー
2856	ネスコ	2071	ねすこ
2857	熱狂商店	2397	ねっきょうしょうてん
2858	NEX	1782	ねっくす
2859	熱帯夜	5634	ねったいや
2860	ネットサルベージ	4739	ねっとさるべーじ
2861	ネット少女	3137	ねっとしょうじょ
2862	ネットでQ	2681	ねっとできゅー
2863	Net Files	2942	ねっとふぁいるず
2864	Net Bomber	2752	ねっとぼんばー
2865	ネットリ研究所	3807	ねっとりけんきゅうしょ
2866	ねっとりフリックス	302314	ねっとりふりっくす
2867	涅槃	3283	ねはん
2868	眠り姦	3756	ねむりかん
2869	眠り姫	3690	ねむりひめ
2870	ノアザミ	3809	のあざみ
2871	ノイエ	3967	のいえ
2872	ノウ ハウ	1412	のうはう
2873	nozoki club	4100	のぞきくらぶ
2874	覗き場	2534	のぞきば
2875	のぞき見マウス	6260	のぞきみまうす
2876	覗き屋	4828	のぞきや
2877	覗きや	3948	のぞきや
2878	のぞKING	4567	のぞきんぐ
2879	信長/エマニエル	6726	のぶながえまにえる
2880	信長ファクトリー	4803	のぶながふぁくとりー
2881	Norplant	5368	のるぷらんと
2882	NON	45281	のん
2883	NoID	2789	のーあいでぃー
2884	ノースキンズ	301938	のーすきんず
2885	Nobrand	60864	のーぶらんど
2886	NO MOSAIC FACTRY	4436	のーもざいくふぁくとりー
2887	ノーレーベル	3840	のーれーべる
2888	ハイウェイスター	46360	はいうぇいすたー
2889	ハイカラ/妄想族	6566	はいからもうそうぞく
2890	廃棄物	3855	はいきぶつ
2891	High-級Black	2414	はいきゅうぶらっく
2892	ハイ クォリティー	1419	はいくぉりてぃー
2893	ハイジャックインターナショナル	5299	はいじゃっくいんたーなしょなる
2894	ハイスクールガール	4252	はいすくーるがーる
2895	ハイスクールノート	4216	はいすくーるのーと
2896	ハイスクールマニア	3841	はいすくーるまにあ
2897	HIGH SPEC	302338	はいすぺっく
2898	排泄菊門会	6366	はいせつきくもんかい
2899	ハイチューン	5070	はいちゅーん
2900	背徳と原罪	3685	はいとくとげんざい
2901	ハイネクストX	4793	はいねくすとえっくす
2902	HYPER240	4837	はいぱー240
2903	HYPER JAM	4274	はいぱーじゃむ
2904	HYPER女子校生	1064	はいぱーじょしこうせい
2905	ハイパーミックス	2387	はいぱーみっくす
2906	ハイヒール	46258	はいひーる
2907	ハイビジョンTV	5227	はいびじょんてれび
2908	ハイビーム	4740	はいびーむ
2909	HYBRID映像/妄想族	6770	はいぶりっどえいぞうもうそうぞく
2910	ハイマン	5071	はいまん
2911	ハイ ライト	1420	はいらいと
2912	ハイライト	46599	はいらいと
2913	HIND	46549	はいんど
2914	覇王	5262	はおう
2915	破瓜	3358	はか
2916	儚い愛	5386	はかないあい
2917	迫害マニア	3686	はくがいまにあ
2918	白水力事務所	45466	はくすいりきじむしょ
2919	ハグ ワークス	2082	はぐわーくす
2920	ハシシ	3758	はしし
2921	恥液娘	3917	はじえきむすめ
2922	はじめ企画	40147	はじめきかく
2923	初めてのAV出演	300585	はじめてのえーぶいしゅつえん
2924	ハジライ	2320	はじらい
2925	HUSTLER（ハスラー）	46204	はすらー
2926	ハスラー2	46230	はすらーつー
2927	86チャンネル	301566	はちろくちゃんねる
2928	発禁記録	3785	はっきんきろく
2929	発見！新快感	4265	はっけんしんかいかん
2930	ハッピネス	4448	はっぴねす
2931	ハッピー	5432	はっぴー
2932	ハッピーエレメント	2539	はっぴーえれめんと
2933	Happy企画	60849	はっぴーきかく
