video_id	attribute	url
1638	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=midd00738/size=476_306/affi_id=10278-996/
1638	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=midd00738/size=560_360/affi_id=10278-996/
1638	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=midd00738/size=644_414/affi_id=10278-996/
1638	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=midd00738/size=720_480/affi_id=10278-996/
1639	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00017/size=476_306/affi_id=10278-996/
1639	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00017/size=560_360/affi_id=10278-996/
1639	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00017/size=644_414/affi_id=10278-996/
1639	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00017/size=720_480/affi_id=10278-996/
1640	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00016/size=476_306/affi_id=10278-996/
1640	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00016/size=560_360/affi_id=10278-996/
1640	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00016/size=644_414/affi_id=10278-996/
1640	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00016/size=720_480/affi_id=10278-996/
1641	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=rki00106/size=476_306/affi_id=10278-996/
1641	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=rki00106/size=560_360/affi_id=10278-996/
1641	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=rki00106/size=644_414/affi_id=10278-996/
1641	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=rki00106/size=720_480/affi_id=10278-996/
1642	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=pppd00125/size=476_306/affi_id=10278-996/
1642	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=pppd00125/size=560_360/affi_id=10278-996/
1642	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=pppd00125/size=644_414/affi_id=10278-996/
1642	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=pppd00125/size=720_480/affi_id=10278-996/
1643	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=ppbd00034/size=476_306/affi_id=10278-996/
1643	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=ppbd00034/size=560_360/affi_id=10278-996/
1643	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=ppbd00034/size=644_414/affi_id=10278-996/
1643	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=ppbd00034/size=720_480/affi_id=10278-996/
1644	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=mibd00537/size=476_306/affi_id=10278-996/
1644	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=mibd00537/size=560_360/affi_id=10278-996/
1644	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=mibd00537/size=644_414/affi_id=10278-996/
1644	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=mibd00537/size=720_480/affi_id=10278-996/
1645	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=mibd00534/size=476_306/affi_id=10278-996/
1645	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=mibd00534/size=560_360/affi_id=10278-996/
1645	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=mibd00534/size=644_414/affi_id=10278-996/
1645	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=mibd00534/size=720_480/affi_id=10278-996/
1646	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00015/size=476_306/affi_id=10278-996/
1646	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00015/size=560_360/affi_id=10278-996/
1646	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00015/size=644_414/affi_id=10278-996/
1646	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00015/size=720_480/affi_id=10278-996/
1647	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=dasd00132/size=476_306/affi_id=10278-996/
1647	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=dasd00132/size=560_360/affi_id=10278-996/
1647	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=dasd00132/size=644_414/affi_id=10278-996/
1647	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=dasd00132/size=720_480/affi_id=10278-996/
1648	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00014/size=476_306/affi_id=10278-996/
1648	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00014/size=560_360/affi_id=10278-996/
1648	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00014/size=644_414/affi_id=10278-996/
1648	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00014/size=720_480/affi_id=10278-996/
1649	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=pppd00115/size=476_306/affi_id=10278-996/
1649	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=pppd00115/size=560_360/affi_id=10278-996/
1649	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=pppd00115/size=644_414/affi_id=10278-996/
1649	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=pppd00115/size=720_480/affi_id=10278-996/
1650	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=pppd00112/size=476_306/affi_id=10278-996/
1650	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=pppd00112/size=560_360/affi_id=10278-996/
1650	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=pppd00112/size=644_414/affi_id=10278-996/
1650	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=pppd00112/size=720_480/affi_id=10278-996/
1651	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=mibd00519/size=476_306/affi_id=10278-996/
1651	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=mibd00519/size=560_360/affi_id=10278-996/
1651	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=mibd00519/size=644_414/affi_id=10278-996/
1651	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=mibd00519/size=720_480/affi_id=10278-996/
1652	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=pppd00107/size=476_306/affi_id=10278-996/
1652	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=pppd00107/size=560_360/affi_id=10278-996/
1652	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=pppd00107/size=644_414/affi_id=10278-996/
1652	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=pppd00107/size=720_480/affi_id=10278-996/
1653	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=mibd00514/size=476_306/affi_id=10278-996/
1653	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=mibd00514/size=560_360/affi_id=10278-996/
1653	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=mibd00514/size=644_414/affi_id=10278-996/
1653	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=mibd00514/size=720_480/affi_id=10278-996/
1654	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00009/size=476_306/affi_id=10278-996/
1654	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00009/size=560_360/affi_id=10278-996/
1654	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00009/size=644_414/affi_id=10278-996/
1654	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00009/size=720_480/affi_id=10278-996/
1655	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=migd00347/size=476_306/affi_id=10278-996/
1655	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=migd00347/size=560_360/affi_id=10278-996/
1655	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=migd00347/size=644_414/affi_id=10278-996/
1655	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=migd00347/size=720_480/affi_id=10278-996/
1656	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00007/size=476_306/affi_id=10278-996/
1656	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00007/size=560_360/affi_id=10278-996/
1656	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00007/size=644_414/affi_id=10278-996/
1656	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00007/size=720_480/affi_id=10278-996/
1658	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=midd00648/size=476_306/affi_id=10278-996/
1658	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=midd00648/size=560_360/affi_id=10278-996/
1658	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=midd00648/size=644_414/affi_id=10278-996/
1658	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=midd00648/size=720_480/affi_id=10278-996/
1659	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=migd00331/size=476_306/affi_id=10278-996/
1659	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=migd00331/size=560_360/affi_id=10278-996/
1659	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=migd00331/size=644_414/affi_id=10278-996/
1659	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=migd00331/size=720_480/affi_id=10278-996/
1660	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=migd00325/size=476_306/affi_id=10278-996/
1660	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=migd00325/size=560_360/affi_id=10278-996/
1660	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=migd00325/size=644_414/affi_id=10278-996/
1660	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=migd00325/size=720_480/affi_id=10278-996/
1661	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00005/size=476_306/affi_id=10278-996/
1661	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00005/size=560_360/affi_id=10278-996/
1661	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00005/size=644_414/affi_id=10278-996/
1661	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sgb00005/size=720_480/affi_id=10278-996/
1663	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=midd00610/size=476_306/affi_id=10278-996/
1663	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=midd00610/size=560_360/affi_id=10278-996/
1663	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=midd00610/size=644_414/affi_id=10278-996/
1663	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=midd00610/size=720_480/affi_id=10278-996/
1664	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=ars00020/size=476_306/affi_id=10278-996/
1664	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=ars00020/size=560_360/affi_id=10278-996/
1664	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=ars00020/size=644_414/affi_id=10278-996/
1664	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=ars00020/size=720_480/affi_id=10278-996/
1673	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00702/size=476_306/affi_id=10278-996/
1673	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00702/size=560_360/affi_id=10278-996/
1673	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00702/size=644_414/affi_id=10278-996/
1673	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00702/size=720_480/affi_id=10278-996/
1674	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=ofje00505/size=476_306/affi_id=10278-996/
1674	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=ofje00505/size=560_360/affi_id=10278-996/
1674	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=ofje00505/size=644_414/affi_id=10278-996/
1674	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=ofje00505/size=720_480/affi_id=10278-996/
1675	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=ofje00506/size=476_306/affi_id=10278-996/
1675	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=ofje00506/size=560_360/affi_id=10278-996/
1675	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=ofje00506/size=644_414/affi_id=10278-996/
1675	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=ofje00506/size=720_480/affi_id=10278-996/
1676	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00666/size=476_306/affi_id=10278-996/
1676	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00666/size=560_360/affi_id=10278-996/
1676	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00666/size=644_414/affi_id=10278-996/
1676	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00666/size=720_480/affi_id=10278-996/
1677	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00620/size=476_306/affi_id=10278-996/
1677	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00620/size=560_360/affi_id=10278-996/
1677	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00620/size=644_414/affi_id=10278-996/
1677	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00620/size=720_480/affi_id=10278-996/
1678	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00574/size=476_306/affi_id=10278-996/
1678	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00574/size=560_360/affi_id=10278-996/
1678	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00574/size=644_414/affi_id=10278-996/
1678	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00574/size=720_480/affi_id=10278-996/
1679	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00525/size=476_306/affi_id=10278-996/
1679	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00525/size=560_360/affi_id=10278-996/
1679	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00525/size=644_414/affi_id=10278-996/
1679	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00525/size=720_480/affi_id=10278-996/
1680	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00479/size=476_306/affi_id=10278-996/
1680	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00479/size=560_360/affi_id=10278-996/
1680	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00479/size=644_414/affi_id=10278-996/
1680	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00479/size=720_480/affi_id=10278-996/
1681	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00436/size=476_306/affi_id=10278-996/
1681	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00436/size=560_360/affi_id=10278-996/
1681	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00436/size=644_414/affi_id=10278-996/
1681	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00436/size=720_480/affi_id=10278-996/
1682	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00385/size=476_306/affi_id=10278-996/
1682	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00385/size=560_360/affi_id=10278-996/
1682	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00385/size=644_414/affi_id=10278-996/
1682	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00385/size=720_480/affi_id=10278-996/
1683	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=ofje00459/size=476_306/affi_id=10278-996/
1683	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=ofje00459/size=560_360/affi_id=10278-996/
1683	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=ofje00459/size=644_414/affi_id=10278-996/
1683	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=ofje00459/size=720_480/affi_id=10278-996/
1684	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00340/size=476_306/affi_id=10278-996/
1684	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00340/size=560_360/affi_id=10278-996/
1684	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00340/size=644_414/affi_id=10278-996/
1684	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00340/size=720_480/affi_id=10278-996/
1685	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00290/size=476_306/affi_id=10278-996/
1685	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00290/size=560_360/affi_id=10278-996/
1685	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00290/size=644_414/affi_id=10278-996/
1685	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00290/size=720_480/affi_id=10278-996/
1687	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00248/size=476_306/affi_id=10278-996/
1687	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00248/size=560_360/affi_id=10278-996/
1687	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00248/size=644_414/affi_id=10278-996/
1687	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00248/size=720_480/affi_id=10278-996/
1688	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00081/size=476_306/affi_id=10278-996/
1688	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00081/size=560_360/affi_id=10278-996/
1688	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00081/size=644_414/affi_id=10278-996/
1688	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00081/size=720_480/affi_id=10278-996/
1689	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00180/size=476_306/affi_id=10278-996/
1689	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00180/size=560_360/affi_id=10278-996/
1689	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00180/size=644_414/affi_id=10278-996/
1689	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00180/size=720_480/affi_id=10278-996/
1690	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00097/size=476_306/affi_id=10278-996/
1690	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00097/size=560_360/affi_id=10278-996/
1690	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00097/size=644_414/affi_id=10278-996/
1690	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00097/size=720_480/affi_id=10278-996/
1691	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=ofje00558/size=476_306/affi_id=10278-996/
1691	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=ofje00558/size=560_360/affi_id=10278-996/
1691	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=ofje00558/size=644_414/affi_id=10278-996/
1691	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=ofje00558/size=720_480/affi_id=10278-996/
1692	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00096/size=476_306/affi_id=10278-996/
1692	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00096/size=560_360/affi_id=10278-996/
1692	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00096/size=644_414/affi_id=10278-996/
1692	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00096/size=720_480/affi_id=10278-996/
1694	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00054/size=476_306/affi_id=10278-996/
1694	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00054/size=560_360/affi_id=10278-996/
1694	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00054/size=644_414/affi_id=10278-996/
1694	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00054/size=720_480/affi_id=10278-996/
1695	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00012/size=476_306/affi_id=10278-996/
1695	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00012/size=560_360/affi_id=10278-996/
1695	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00012/size=644_414/affi_id=10278-996/
1695	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=sone00012/size=720_480/affi_id=10278-996/
1696	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00927/size=476_306/affi_id=10278-996/
1696	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00927/size=560_360/affi_id=10278-996/
1696	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00927/size=644_414/affi_id=10278-996/
1696	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00927/size=720_480/affi_id=10278-996/
1697	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=fway00001/size=476_306/affi_id=10278-996/
1697	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=fway00001/size=560_360/affi_id=10278-996/
1697	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=fway00001/size=644_414/affi_id=10278-996/
1697	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=fway00001/size=720_480/affi_id=10278-996/
1698	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00950/size=476_306/affi_id=10278-996/
1698	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00950/size=560_360/affi_id=10278-996/
1698	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00950/size=644_414/affi_id=10278-996/
1698	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00950/size=720_480/affi_id=10278-996/
1699	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00870/size=476_306/affi_id=10278-996/
1699	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00870/size=560_360/affi_id=10278-996/
1699	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00870/size=644_414/affi_id=10278-996/
1699	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00870/size=720_480/affi_id=10278-996/
1700	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00858/size=476_306/affi_id=10278-996/
1700	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00858/size=560_360/affi_id=10278-996/
1700	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00858/size=644_414/affi_id=10278-996/
1700	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00858/size=720_480/affi_id=10278-996/
1701	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00817/size=476_306/affi_id=10278-996/
1701	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00817/size=560_360/affi_id=10278-996/
1701	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00817/size=644_414/affi_id=10278-996/
1701	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00817/size=720_480/affi_id=10278-996/
1702	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00784/size=476_306/affi_id=10278-996/
1702	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00784/size=560_360/affi_id=10278-996/
1702	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00784/size=644_414/affi_id=10278-996/
1702	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00784/size=720_480/affi_id=10278-996/
1703	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00742/size=476_306/affi_id=10278-996/
1703	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00742/size=560_360/affi_id=10278-996/
1703	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00742/size=644_414/affi_id=10278-996/
1703	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00742/size=720_480/affi_id=10278-996/
1704	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00703/size=476_306/affi_id=10278-996/
1704	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00703/size=560_360/affi_id=10278-996/
1704	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00703/size=644_414/affi_id=10278-996/
1704	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00703/size=720_480/affi_id=10278-996/
1705	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00668/size=476_306/affi_id=10278-996/
1705	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00668/size=560_360/affi_id=10278-996/
1705	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00668/size=644_414/affi_id=10278-996/
1705	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00668/size=720_480/affi_id=10278-996/
1706	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00641/size=476_306/affi_id=10278-996/
1706	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00641/size=560_360/affi_id=10278-996/
1706	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00641/size=644_414/affi_id=10278-996/
1706	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00641/size=720_480/affi_id=10278-996/
1707	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=cjob00172/size=476_306/affi_id=10278-996/
1707	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=cjob00172/size=560_360/affi_id=10278-996/
1707	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=cjob00172/size=644_414/affi_id=10278-996/
1707	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=cjob00172/size=720_480/affi_id=10278-996/
1708	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=adn00654/size=476_306/affi_id=10278-996/
1708	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=adn00654/size=560_360/affi_id=10278-996/
1708	size_644_414	https://www.dmm.co.jp/litevideo/-/part/=/cid=adn00654/size=644_414/affi_id=10278-996/
1708	size_720_480	https://www.dmm.co.jp/litevideo/-/part/=/cid=adn00654/size=720_480/affi_id=10278-996/
1709	size_476_306	https://www.dmm.co.jp/litevideo/-/part/=/cid=jufe00571/size=476_306/affi_id=10278-996/
1709	size_560_360	https://www.dmm.co.jp/litevideo/-/part/=/cid=jufe00571/size=560_360/affi_id=10278-996/
