video_id	actress_id
99	11
99	300
99	1314
99	308
99	22
99	6
99	184
99	199
99	10
99	105
99	416
99	760
99	173
99	918
99	1080
99	233
99	13
99	1371
99	1019
99	54
99	182
99	988
99	216
100	42
100	169
100	168
100	5
100	227
100	4
100	64
100	69
100	23
100	361
100	37
100	301
100	831
100	624
100	1
100	198
100	228
100	777
100	7
100	33
100	71
100	128
100	829
100	9
100	91
100	157
100	27
100	11
100	300
100	167
100	101
100	205
100	153
100	573
100	146
100	2561
100	47
100	22
100	254
100	408
100	6
100	327
100	281
100	111
100	138
100	290
100	770
100	10
100	231
100	428
100	44
100	416
100	39
100	73
100	337
100	918
100	297
100	225
100	296
100	210
100	424
100	1035
100	905
100	537
100	534
100	1581
100	738
101	446
101	69
101	200
101	1
101	198
101	33
101	76
101	276
101	9
101	1239
101	45
101	540
101	300
101	409
101	181
101	464
101	8
101	79
101	22
101	15
101	1470
101	761
101	111
101	648
101	443
101	10
101	197
101	1121
101	1346
101	459
101	1858
101	323
101	1469
101	39
101	1221
101	104
101	57
101	431
101	1631
101	2042
101	1080
101	13
101	1371
101	1019
101	424
101	182
101	1779
101	252
101	988
101	189
101	537
101	491
101	494
101	617
101	1745
101	100
102	300
103	300
104	300
105	667
105	228
105	829
105	503
105	9
105	45
105	300
105	822
106	300
107	168
107	4
107	1
107	276
107	1239
107	436
107	300
107	46
107	146
107	79
107	22
107	111
107	290
107	443
107	1346
107	416
107	323
107	173
107	13
107	182
107	189
108	300
109	300
110	69
110	1
110	300
110	13
110	189
110	537
111	4
111	2
111	33
111	85
111	540
111	300
111	50
111	282
111	316
112	168
112	227
112	11
112	300
112	146
112	290
112	1382
112	105
113	168
113	1
113	2
113	396
113	11
113	300
113	410
113	6
114	300
114	54
115	300
116	168
116	287
116	300
116	146
116	1346
116	13
117	300
118	300
119	300
120	32
120	300
120	10
120	182
121	618
121	300
121	187
121	8
121	105
122	300
123	4
123	549
123	69
123	198
123	602
123	9
123	106
123	300
123	410
123	6
123	105
123	188
123	1311
123	592
124	300
125	300
126	76
126	300
126	181
126	563
126	6
126	769
126	1104
126	173
126	918
126	334
126	1311
126	13
126	1209
127	1
127	9
127	300
127	410
127	2006
127	6
127	428
127	1104
127	13
127	1492
128	198
128	300
129	300
130	300
131	115
131	1386
131	163
131	963
131	12
131	465
131	985
131	74
131	1253
131	512
131	169
131	107
131	212
131	202
131	317
131	80
131	150
131	69
131	320
131	23
131	245
131	49
131	37
131	43
131	444
131	1
131	82
131	1230
131	1027
131	7
131	33
131	48
131	24
131	503
131	76
131	68
131	276
131	9
131	18
131	540
131	419
131	436
131	300
131	282
131	959
131	538
131	187
131	348
131	8
131	308
131	22
131	254
131	327
131	111
131	138
131	670
131	1148
131	199
131	443
131	197
131	388
131	597
131	28
131	266
131	1944
131	13
131	132
132	69
132	200
132	1
132	33
132	9
132	300
132	181
132	1470
132	111
132	10
132	2042
132	668
133	300
134	632
134	675
134	406
134	107
134	799
134	202
134	226
134	511
134	1082
134	268
134	1
134	228
134	33
134	1331
134	540
134	300
134	59
134	44
135	300
136	69
136	200
136	1
136	33
136	9
136	45
136	540
136	300
136	111
136	10
136	1346
136	1631
136	2042
137	300
138	1128
138	675
138	406
138	107
138	202
138	511
138	268
138	1
138	228
138	33
138	260
138	91
138	540
138	300
138	6
138	138
138	1211
138	10
138	44
138	1444
138	188
138	337
138	523
138	13
139	300
139	788
139	727
139	464
139	79
139	15
139	443
140	1299
140	114
140	317
140	330
140	446
140	69
140	692
140	375
140	1135
140	778
140	1175
140	87
140	488
140	198
140	193
140	24
140	503
140	276
140	9
140	191
140	858
140	436
140	300
140	727
140	485
140	1143
140	1470
140	2005
140	443
140	1121
140	1858
140	944
140	57
140	1403
141	12
141	126
141	510
141	512
141	169
141	212
141	994
141	207
141	113
141	5
141	791
141	375
141	37
141	1
141	198
141	7
141	2
141	350
141	360
141	191
141	300
141	101
141	409
141	8
141	44
142	300
143	12
143	271
143	69
143	401
143	43
143	7
143	276
143	300
143	101
143	8
143	1148
144	4
144	1
144	33
144	128
144	300
144	538
144	6
145	512
145	4
145	446
145	23
145	49
145	1
145	85
145	128
145	68
145	1239
145	45
145	540
145	300
145	727
145	316
145	864
145	8
145	46
145	79
145	308
145	22
145	15
145	6
145	59
145	845
145	111
145	555
145	443
145	44
145	1346
145	105
145	323
145	769
145	337
146	42
146	114
146	213
146	361
146	704
146	325
146	24
146	338
146	803
146	1421
146	436
146	300
146	167
146	205
146	574
146	1859
146	2006
146	2561
146	281
146	770
146	231
146	1914
146	164
146	1026
147	126
147	985
147	7
147	860
147	300
147	454
147	661
147	2561
147	766
148	446
148	69
148	200
148	1
148	198
148	1113
148	33
148	503
148	9
148	1239
148	45
148	540
148	300
148	1283
148	409
148	181
148	746
148	485
148	1693
148	8
148	369
148	79
148	15
148	1470
148	761
148	111
148	443
148	197
148	459
148	323
148	1221
148	104
148	1631
148	13
149	69
149	200
149	198
149	33
149	9
149	540
149	300
149	409
149	181
149	15
149	1470
149	761
149	111
149	443
149	197
149	1346
149	459
149	1469
149	1221
149	104
149	1631
149	13
149	1371
150	126
150	113
150	772
150	791
150	913
150	37
150	1285
150	260
150	350
150	367
150	224
150	360
150	56
150	1190
150	300
150	409
150	8
150	944
151	300
152	169
152	503
152	436
152	300
152	8
153	271
153	330
153	32
153	446
153	69
153	200
153	49
153	444
153	1
153	87
153	198
153	1113
153	1888
153	33
153	503
153	435
153	276
153	9
153	1422
153	990
153	191
153	1239
153	851
153	1265
153	300
153	1837
153	1283
153	409
153	788
153	2137
153	181
153	746
153	485
153	51
153	1693
153	187
153	8
153	369
153	79
153	22
153	15
153	1470
153	2131
153	1122
153	761
153	111
153	648
153	443
153	1915
153	197
153	1121
153	1858
153	323
153	1469
153	1221
153	104
153	1631
153	13
153	1371
154	283
154	115
154	2326
154	12
154	465
154	126
154	510
154	792
154	74
154	169
154	2364
154	372
154	908
154	212
154	994
154	929
154	96
154	1336
154	113
154	271
154	232
154	772
154	5
154	791
154	227
154	618
154	139
154	32
154	84
154	102
154	241
154	541
154	294
154	2144
154	23
154	913
154	375
154	1231
154	1486
154	245
154	514
154	49
154	2360
154	37
154	1285
154	732
154	1
154	87
154	335
154	198
154	1193
154	1889
154	7
154	2
154	33
154	1671
154	260
154	350
154	367
154	224
154	674
154	360
154	810
154	68
154	276
154	1422
154	345
154	56
154	191
154	45
154	1190
154	300
154	2354
154	703
154	101
154	1861
154	282
154	316
154	1420
154	166
154	1693
154	8
154	79
154	59
154	381
154	1211
154	1148
154	44
154	769
154	1221
154	944
154	334
154	1311
154	132
155	300
155	6
155	10
155	13
156	300
157	12
157	512
157	212
157	207
157	4
157	213
157	49
157	37
157	1
157	1174
157	33
157	85
157	68
157	1239
157	540
157	300
157	181
157	864
157	1314
157	79
157	22
157	15
157	6
157	59
157	555
157	138
157	1211
157	44
157	197
157	1346
157	104
157	337
158	300
159	115
159	12
159	126
159	212
159	929
159	96
159	1336
159	113
159	610
159	5
159	791
159	227
159	139
159	241
159	2144
159	23
159	913
159	375
159	1486
159	245
159	1268
159	37
159	1285
159	1
159	87
159	1193
159	7
159	2
159	260
159	350
159	224
159	360
159	276
159	1422
159	345
159	300
159	1861
159	727
159	316
159	8
159	79
159	44
159	132
160	300
161	914
161	163
161	12
161	1299
161	126
161	2015
161	1253
161	169
161	5
161	330
161	2273
161	150
161	69
161	245
161	49
161	37
161	1843
161	82
161	95
161	198
161	2184
161	1615
161	852
161	2183
161	749
161	928
161	503
161	1008
161	276
161	306
161	9
161	300
161	573
161	8
161	1148
161	132
162	465
162	169
162	372
162	96
162	5
162	407
162	23
162	37
162	444
162	1
162	198
162	7
162	33
162	68
162	9
162	419
162	300
162	454
162	538
162	1472
162	308
162	22
162	59
162	1089
162	138
162	197
162	388
162	28
162	769
163	300
164	271
164	330
164	32
164	446
164	69
164	200
164	49
164	444
164	87
164	198
164	1113
164	1888
164	33
164	503
164	435
164	276
164	9
164	1422
164	990
164	191
164	1239
164	851
164	1265
164	300
164	1837
164	1283
164	788
164	2137
164	746
164	1693
164	187
164	8
164	369
164	79
164	22
164	15
164	1470
164	2131
164	648
164	443
164	1915
164	197
164	1121
164	1858
164	1469
164	1221
165	300
166	300
166	593
166	448
167	492
167	80
167	1
167	33
167	829
167	1239
167	1421
167	436
167	300
167	101
167	788
167	593
167	464
167	187
167	572
167	8
167	79
167	15
167	1122
167	327
167	761
167	648
167	10
167	197
167	2262
167	323
167	1469
167	1221
167	1104
167	1263
167	334
167	438
168	300
169	300
170	300
170	1782
171	300
172	12
172	126
172	96
172	610
172	5
172	23
172	245
172	37
172	1
172	87
172	7
172	367
172	224
172	360
172	276
172	345
172	191
172	300
172	282
172	8
172	44
173	300
174	12
174	169
174	5
174	330
174	446
174	407
174	49
174	444
174	1
174	198
174	33
174	503
174	68
174	276
174	9
174	419
174	300
174	454
174	538
174	8
174	308
174	1089
174	138
174	670
174	28
175	300
175	6
176	4
176	69
176	503
176	9
176	300
176	101
176	50
176	746
176	593
176	1492
177	300
178	300
179	115
179	12
179	510
179	74
179	1700
179	512
179	372
179	207
179	492
179	610
179	5
179	618
179	330
179	134
179	23
179	514
179	49
179	37
179	1
179	87
179	198
179	1193
179	7
179	2
179	33
179	112
179	224
179	85
179	68
179	276
179	306
179	158
179	1422
179	345
179	56
179	191
179	45
179	300
179	383
179	2354
179	703
179	101
179	1861
179	282
179	727
179	316
179	661
179	1420
179	166
179	1693
179	8
179	79
179	15
179	1148
179	44
179	769
179	944
180	12
180	512
180	610
180	5
180	618
180	330
180	23
180	37
180	1
180	1193
180	7
180	2
180	33
180	224
180	276
180	56
180	191
180	300
180	727
180	316
180	8
180	79
180	15
180	1148
180	44
181	300
182	12
182	212
182	207
182	4
182	49
182	37
182	1
182	33
182	68
182	45
182	436
182	300
182	295
182	1567
182	79
182	308
182	22
182	648
182	555
182	381
182	197
182	459
182	28
183	510
183	372
183	330
183	213
183	43
183	87
183	435
183	858
183	436
183	36
183	300
183	788
183	2173
183	485
183	8
184	32
184	69
184	43
184	488
184	1113
184	260
184	503
184	557
184	276
184	9
184	18
184	1422
184	191
184	851
184	1265
184	300
184	788
184	2137
184	485
184	1693
184	187
184	443
185	115
185	126
185	169
185	2364
185	212
185	929
185	96
185	207
185	113
185	5
185	791
185	2144
185	23
185	913
185	375
185	1231
185	1486
185	245
185	514
185	1268
185	1511
185	1285
185	1813
185	1889
185	418
185	7
185	2
185	260
185	350
185	224
185	360
185	345
185	191
185	1190
185	300
185	383
185	2354
185	703
185	409
185	1861
185	857
185	282
185	316
185	1420
185	166
185	132
186	300
187	169
187	492
187	618
187	4
187	80
187	1
187	1193
187	33
187	829
187	1239
187	436
187	300
187	788
187	952
187	282
187	593
187	538
187	29
187	464
187	8
187	79
187	15
187	1122
187	327
187	761
187	648
187	381
187	1148
187	597
187	323
187	28
187	1835
187	334
188	618
188	4
188	23
188	1
188	33
188	68
188	276
188	45
188	436
188	300
188	101
188	295
188	727
188	316
188	538
188	29
188	1567
188	8
188	79
188	308
188	22
188	761
188	648
188	443
188	1915
188	44
188	197
188	105
188	323
189	115
189	12
189	126
189	510
189	792
189	74
189	1700
189	512
189	169
189	2364
189	908
189	212
189	994
189	929
189	96
189	1336
189	113
189	610
189	772
189	5
189	791
189	227
189	618
189	139
189	1297
189	84
189	102
189	541
189	2144
189	23
189	913
189	375
189	1231
189	245
189	514
189	49
189	2360
189	37
189	1511
189	1285
189	732
189	87
189	1813
189	335
189	198
189	1193
189	1889
189	418
189	7
189	2
189	1133
189	260
189	350
189	112
189	1316
189	367
189	1812
189	224
189	674
189	360
189	1571
189	810
189	68
189	276
189	306
189	345
189	56
189	191
189	1190
189	300
189	383
189	703
189	101
189	409
189	1861
189	282
189	316
189	1693
189	8
189	79
189	1148
189	132
190	80
190	300
191	300
192	994
192	929
192	96
192	207
192	772
192	330
192	139
192	32
192	134
192	241
192	375
192	49
192	198
192	7
192	33
192	260
192	112
192	276
192	1422
192	191
192	45
192	300
192	383
192	101
192	727
192	8
192	79
193	300
194	114
194	64
194	213
194	361
194	704
194	325
194	1862
194	300
194	167
194	1026
195	114
195	24
195	276
195	1532
195	300
195	295
195	22
195	408
195	231
196	4
196	23
196	37
196	1
196	1193
196	2
196	33
196	276
196	45
196	436
196	300
196	1227
196	101
196	295
196	727
196	316
196	2135
196	538
196	29
196	1567
196	8
196	711
196	79
196	22
196	761
196	648
196	1148
196	443
196	1915
196	459
196	323
197	372
197	107
197	446
197	287
197	37
197	264
197	350
197	1191
197	85
197	360
197	435
197	977
197	673
197	124
197	45
197	300
197	1805
197	1586
197	2135
197	593
197	809
197	538
197	30
197	187
197	563
197	691
197	8
197	369
197	1122
197	761
197	555
197	2224
197	1226
197	1121
197	105
197	944
198	115
198	12
198	126
198	510
198	792
198	74
198	512
198	169
198	2364
198	372
198	908
198	212
198	994
198	929
198	96
198	207
198	1336
198	492
198	113
198	271
198	772
198	5
198	791
198	227
198	618
198	330
198	139
198	1297
198	32
198	84
198	102
198	134
198	541
198	2144
198	287
198	23
198	913
198	375
198	1231
198	1486
198	245
198	514
198	1268
198	49
198	2360
198	37
198	1511
198	1285
198	732
198	87
198	1813
198	335
198	198
198	1193
198	1889
198	418
198	7
198	2
198	33
198	1671
198	135
198	1133
198	260
198	350
198	1316
198	367
198	1812
198	224
198	674
198	360
198	1571
198	1423
198	68
198	306
198	1422
198	345
198	191
198	45
198	1190
198	300
198	703
198	101
198	409
198	282
198	727
198	316
198	1420
198	1693
198	8
198	79
198	1148
198	132
199	114
199	64
199	361
199	704
199	325
199	2228
199	24
199	1862
199	1808
199	276
199	1532
199	1421
199	436
199	300
199	167
199	295
199	1859
199	1314
199	572
199	2006
199	22
199	1646
199	408
199	327
199	231
200	300
201	12
201	962
201	429
201	994
201	1047
201	929
201	96
201	207
201	202
201	232
201	114
201	1767
201	330
201	139
201	32
201	853
201	1474
201	64
201	241
201	446
201	294
201	1074
201	2014
201	213
201	2111
201	109
201	287
201	692
201	1456
201	1696
201	1574
201	375
201	1043
201	1231
201	479
201	2185
201	1486
201	2320
201	1135
201	49
201	1002
201	43
201	2229
201	1332
201	732
201	1588
201	87
201	488
201	198
201	1635
201	1174
201	389
201	1350
201	704
201	1446
201	1889
201	325
201	228
201	1805
201	1988
201	223
201	609
201	2358
201	1729
201	33
201	331
201	1133
201	260
201	48
201	112
201	24
201	983
201	666
201	469
201	503
201	1917
201	76
201	435
201	2103
201	276
201	9
201	718
201	673
201	158
201	1946
201	1422
201	191
201	1649
201	717
201	1162
201	1612
201	45
201	1587
201	1265
201	436
201	300
201	167
201	383
201	101
201	1722
201	1968
201	2046
201	788
201	1804
201	2137
201	1282
201	1530
201	295
201	1222
201	746
201	386
201	485
201	1859
