video_id	maker_id
773	1363
774	180
775	3905
776	2356
777	3013
778	3013
779	3905
780	3905
781	3905
782	3013
783	3967
784	2110
786	1250
787	2356
788	2275
789	3905
790	4414
791	1347
792	2138
793	3666
794	2356
795	547
796	3187
797	180
798	2275
799	3967
800	3905
801	2138
802	1363
803	3013
804	547
805	3967
806	4414
807	3905
808	2138
809	753
810	998
811	3583
812	3564
813	1058
814	3905
815	3967
816	2138
817	2356
818	753
819	3905
820	3967
821	4269
822	3905
823	2138
824	753
825	2356
826	3840
827	1347
828	3905
829	3583
830	1058
831	3013
832	3666
833	2356
834	1347
835	3905
836	2392
837	4269
838	2356
839	3666
840	1347
841	3216
842	1347
843	1347
844	3905
845	753
846	2356
847	1147
848	2737
849	547
850	180
851	3905
852	753
853	2356
854	2356
855	180
856	3905
857	4241
858	1147
859	1058
860	3666
861	1147
862	1147
863	753
864	3905
865	1231
866	3905
867	1147
868	3905
869	3905
870	2356
871	2356
872	1147
873	3905
874	3967
875	3187
876	3905
877	3905
878	3292
879	1147
880	1347
881	1347
882	2249
883	3564
884	3905
885	2700
886	753
887	3666
888	1147
889	3905
890	2356
891	1147
892	1058
893	3564
895	3905
896	4414
897	2275
898	1147
899	3583
900	4414
901	2356
902	3905
903	3905
904	3905
905	3905
906	3905
907	3764
908	3666
909	3905
910	3317
911	1347
912	3764
913	3666
914	753
915	382
916	3905
917	4269
918	3013
919	194
920	3666
921	1147
922	3292
923	3905
924	4414
925	3905
926	3136
927	3013
928	3764
929	3666
930	1147
931	3905
932	3013
933	1147
934	1347
935	1712
936	3905
937	2479
938	4423
939	3013
940	3013
941	1147
942	2249
943	3582
944	2479
945	3013
946	4247
947	1058
948	1058
949	1559
950	1147
951	3666
952	2275
953	3198
954	3600
955	3013
956	753
957	3905
958	3764
959	3895
960	2479
961	3013
962	3013
963	3732
964	547
965	1058
966	2479
967	547
968	753
969	3013
970	1347
971	4247
972	1147
973	2479
974	753
975	753
976	547
977	3905
978	2105
980	1347
981	753
982	2479
983	2479
984	3764
986	1347
987	1147
988	4423
989	3013
990	3013
991	2674
992	2479
993	1347
994	1347
995	4423
996	496
997	3013
998	547
999	1519
1000	1347
1001	2479
1002	2700
1003	753
1004	497
1005	3013
1006	2153
1007	1347
1008	1347
1009	1347
1010	3764
1011	3216
1012	2479
1013	2153
1014	1347
1015	2249
1016	2153
1017	2674
1018	2479
1019	1347
1020	2479
1021	547
1022	3732
1023	2275
1024	2249
1025	382
1026	3732
1027	3583
1028	1347
1029	4247
1030	3582
1031	3013
1032	4423
1033	1147
1034	1147
1035	2479
1036	3136
1037	3881
1038	2479
1039	2479
1040	1347
1041	3013
1042	2105
1043	3864
1044	3666
1045	2479
1046	1147
1047	2249
1048	2479
1049	1339
1050	3583
1051	3013
1052	1347
1053	496
1054	496
1055	2479
1056	3013
1057	753
1058	1147
1059	2479
1060	3771
1061	667
1062	1339
1063	4423
1064	2700
1065	3864
1066	4414
1067	1147
1068	547
1069	2674
1070	496
1071	8
1072	3583
1073	1147
1074	4168
1075	3800
1076	4423
1077	1147
1078	2105
1079	753
1080	1014
1081	2105
1082	4414
1083	2479
1084	3905
1085	4414
1086	2034
1087	4269
1088	3778
1089	1147
1090	2249
1091	194
1092	547
1093	3583
1094	496
1095	2105
1096	2479
1097	3666
1098	2479
1099	818
1100	1147
1101	3013
1102	2517
1103	3583
1104	3565
1105	496
1106	2479
1107	4414
1108	3905
1109	3347
1110	374
1111	753
1112	1055
1113	3666
1114	818
1115	1147
1116	3582
1117	1559
1118	3583
1119	3778
1120	3583
1121	496
1122	2105
1123	4414
1124	3905
1125	3905
1126	2479
1127	3905
1128	2275
1129	3666
1130	2053
1131	3732
1132	1147
1133	667
1134	2479
1135	1147
1136	2249
1137	3881
1138	3582
1139	4423
1140	496
1141	3241
1142	3583
1143	3583
1144	3905
1145	4414
1146	3347
1147	3666
1148	2356
1149	3666
1150	2479
1151	1147
1152	4168
1153	3732
1154	3905
1155	382
1156	3241
1157	2105
1158	4414
1159	3905
1160	4414
1161	753
1162	3666
1163	2356
1164	2275
1165	3666
1166	30
1167	818
1168	1147
1169	3905
1170	194
1171	3583
1172	3241
1173	3241
1174	3583
1175	3241
1176	2700
1177	3905
1178	4414
1179	3582
1180	3666
1181	669
1182	3666
1183	2356
1184	3732
1185	1147
1186	1147
1187	753
1188	3905
1189	382
1190	2249
1191	65
1192	3583
1193	4414
1194	3347
1195	3905
1196	3666
1197	3666
1198	3666
1199	1559
1200	1147
1201	2249
1202	3905
1203	2922
1204	2517
1205	496
1206	3583
1207	3778
1208	3241
1209	3583
1210	3347
1211	4414
1212	2479
1213	3666
1214	4290
1215	1147
1216	3905
1217	4269
1218	3583
1219	4423
1220	4414
1221	2479
1222	2275
1223	3666
1224	1147
1225	3905
1226	3583
1227	3582
1228	2105
1229	3905
1230	4414
1231	3666
1232	2356
1234	1147
1235	4414
1236	3905
1237	3241
1238	3583
1239	1147
1240	2105
1241	3666
1242	3905
1243	2105
1244	2733
1245	3583
1246	3905
1247	1339
1248	3905
1249	4414
1250	2479
1251	1185
1252	4168
1253	3905
1254	2700
1255	2700
1256	2733
1257	1250
1258	3583
1259	4320
1260	1250
1261	4002
1263	3905
1264	1147
1265	2138
1266	3839
1267	1147
1268	3565
1269	3839
1270	1250
1271	1250
1272	2314
1273	2105
1274	3905
1275	3666
1276	3146
1277	2016
1278	2850
1279	1147
1280	4423
1281	1147
1282	65
1283	3905
1284	1147
1285	1147
1286	1250
1287	2356
1288	1147
1289	1339
1290	2356
1291	1147
1292	1147
1293	508
1294	2356
1295	4423
1296	1339
1297	1147
1298	2700
1299	65
1301	4423
1302	3960
1303	1147
1304	1183
1305	2356
1306	4423
1307	1147
1308	1183
1309	4415
1310	1147
1311	3698
1312	508
1313	1147
1315	2138
1316	1183
1317	1250
1318	4414
1319	1183
1320	1347
1322	1147
1323	4423
1324	2733
1325	1339
1326	2138
1327	65
1328	1339
1330	1250
1331	4414
1332	124
1333	65
1334	65
1335	2138
1336	1147
1337	4415
1339	2356
1340	2138
1341	3582
1343	932
1344	3582
1345	3582
1346	3582
1347	4054
1348	4168
1349	565
1350	2943
1351	3666
1352	3771
1353	565
1354	382
1355	1339
1356	3864
1357	3241
1358	2105
1359	2356
1360	818
1361	4414
1362	3905
1363	3905
1364	818
1365	4241
1366	382
1367	3582
1368	4414
1369	818
1370	4168
1371	4241
1372	3905
1373	2249
1374	565
1375	382
1376	565
1377	565
1378	565
1379	565
1380	565
1381	565
1382	565
1383	565
1384	382
1385	565
1386	565
1387	565
1388	565
1389	565
1390	565
1391	565
1392	382
1393	565
1394	565
1395	565
1396	565
1397	565
1398	565
1399	382
1400	565
1401	565
1402	565
1403	565
1404	565
1405	565
1406	565
1407	565
1408	382
1409	565
1410	565
1411	565
1412	565
1413	565
1414	565
1415	565
1416	565
1417	565
1418	565
1419	565
1420	565
1421	565
1422	565
1423	565
1424	818
1425	818
1426	818
1427	818
1428	818
1429	818
1430	818
1431	818
1432	818
1433	818
1434	818
1435	818
1436	818
1437	818
1438	818
1439	818
1440	818
1441	818
1442	4241
1443	818
1444	818
1445	818
1446	818
1447	818
1448	818
1449	818
1450	818
1451	818
1452	818
1453	818
1454	818
1455	818
1456	818
1457	818
1458	818
1459	818
1460	818
1461	818
1462	2249
1463	818
1464	818
1465	818
1466	818
1467	818
1468	818
1469	818
1470	818
1471	818
1472	818
1473	818
1474	818
1475	818
1476	818
1477	818
1478	818
1479	818
1480	818
1481	818
1482	818
1483	818
1484	818
1485	818
1486	818
1487	818
1488	818
1489	818
1490	818
1491	818
1492	818
1493	818
1494	818
1495	818
1496	818
1497	818
1498	818
1499	818
1500	818
1501	818
1502	818
1503	818
1504	818
1505	818
1506	818
1507	818
1508	818
1509	818
1510	818
1511	818
1512	818
1513	818
1514	818
1515	818
1516	818
1517	818
1518	818
1519	818
1520	818
1521	818
1522	818
1523	818
1524	818
1525	818
1526	818
1527	818
1528	818
1529	818
1530	818
1531	3905
1532	3905
1533	818
1534	3905
1535	2249
1536	3905
1537	818
1538	2249
1539	3905
1540	2249
1541	3905
1542	2249
1543	3905
1544	2249
1545	3905
1546	2249
1547	2249
1548	818
1549	2249
1550	2249
1551	3905
1552	4168
1553	2249
1554	2249
1555	3905
1556	4241
1557	2249
1558	2249
1559	818
1560	2249
1561	3905
1562	2249
1563	3905
1564	2249
1565	2249
1566	3905
1567	2249
1568	2249
1569	382
1570	3778
1571	3347
1572	3905
1573	3347
1574	3905
1575	382
1576	4241
1577	3905
1578	102
1579	3905
1580	3778
1581	3347
1582	2275
1583	4241
1584	3905
1585	3905
1586	3905
1587	4168
1588	3905
1589	3905
1590	3347
1591	818
1592	4168
1593	3905
1594	3347
1595	4168
1596	3905
1597	3347
1598	3905
1599	3905
1600	3347
1601	3905
1602	3905
1603	3347
1604	3905
1605	3905
1606	3905
1607	4168
1608	3905
1609	3905
1610	3905
1611	3905
1612	3905
1613	3905
1614	3905
1615	4168
1616	3905
1617	818
1618	102
1619	3778
1620	818
1621	3905
1622	2275
1623	818
1624	3905
1625	3778
1626	3778
1627	3347
1628	818
1629	818
1630	818
1631	818
1632	174
1633	818
1634	3905
1635	547
1636	174
1637	174
1638	3905
1639	174
1640	174
1641	4241
1642	818
1643	818
1644	3905
1645	3905
1646	174
1647	2275
1648	174
1649	818
1650	818
1651	3905
1652	818
1653	3905
1654	174
1655	3905
1656	174
1657	547
1658	3905
1659	3905
1660	3905
1661	174
1662	547
1663	3905
1664	174
1665	547
1666	547
1667	547
1668	547
1669	547
1670	547
1671	547
1672	547
